date,partner_id,venue_id,access_distribution,venue_type,is_revolving
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-10-21,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-07,dddfde6b-6f71-406f-80ca-b8313b089eaf,660e98761bd24057571a6023,across-locations,hotel,true
2024-12-06,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-12-06,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-12-10,5fa3f2a2-eb54-47da-a501-00b1d2415509,5f95519f9fc2bc31de7a77f2,across-locations,hotel,true
2024-12-17,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-12-24,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-12-24,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-12-27,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-14,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-10-31,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-11-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-15,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-11-16,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-11-20,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-11-29,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-12-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,674e91cbfc278ea2dd0091b6,across-locations,gym,false
2024-10-11,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-10-18,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-11-03,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-11-13,5fa3f2a2-eb54-47da-a501-00b1d2415509,5f95519f9fc2bc31de7a77f2,across-locations,hotel,true
2024-11-21,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-12-31,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-12-31,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-10-19,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-11-10,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-11-10,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-11-26,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-12-01,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-12-01,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-12-22,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-12-27,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-10-13,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-30,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-10-31,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-10-31,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-11-04,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-11-04,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-11-15,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-11-15,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-11-17,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-12-03,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-12-21,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-12-25,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-18,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-10-18,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-10-23,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-28,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-10-28,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-11-03,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-11-04,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-09,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-12-01,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-12-01,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-12-03,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-12-03,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-12-03,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-12-08,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-12-09,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-12-12,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-12-12,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-12-17,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-12-26,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-12-30,5fa3f2a2-eb54-47da-a501-00b1d2415509,5f95519f9fc2bc31de7a77f2,across-locations,hotel,true
2024-12-30,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-10-10,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-10-10,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-10-13,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-10-26,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-10-26,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-10-27,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-10-30,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-11-02,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-11-08,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-11-08,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-11-10,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-11-18,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-11-20,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-11-20,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-11-26,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-11-29,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-11-29,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-12-04,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-12-16,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-12-17,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-12-27,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-12-27,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-12-30,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-12,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-10-27,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-11-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-15,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-11-22,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-11-22,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-10-04,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-10-04,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-10-10,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-13,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-11-03,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-11-08,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-11-10,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-11-10,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-11-20,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-11-21,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-12-10,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-12-14,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-12-16,5fa3f2a2-eb54-47da-a501-00b1d2415509,5f95519f9fc2bc31de7a77f2,across-locations,hotel,true
2024-12-17,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-12-21,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddbea6697792037533e002,across-locations,beach club,true
2024-12-21,2d92c7f0-0683-499e-be09-7686ac28e4db,65ddb8f1ee1b106361367a62,across-locations,hotel,true
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-12-22,ddd510ee-5d09-48d5-88e2-dc4723f54631,674e91cbfc278ea2dd0091b6,across-locations,gym,false
2024-10-17,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-10-24,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-10-28,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-07,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca21027586c968a13385e2,per-venue,beach club,true
2024-11-07,ca86d603-ca9d-4550-8cf6-a745bd80baa3,64ca20d71792c11020139712,per-venue,hotel,true
2024-11-11,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-11-12,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-11-16,ed90feb7-d769-4a9f-b65c-115b5a962dc9,5e5b9f4025e43a4365436ff5,across-locations,hotel,true
2024-11-19,bc27a36e-a3fb-4910-a581-58bcc504994c,652fd1f0d49ef63a477192f2,across-locations,beach club,true
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-29,ddd510ee-5d09-48d5-88e2-dc4723f54631,674e91cbfc278ea2dd0091b6,across-locations,gym,false
2024-12-03,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-12-05,1049e313-07fa-48e6-84e3-9a27fa946856,6694ee525441bdcf940c7292,across-locations,beach club,true
2024-10-01,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-10-03,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-10-27,887b75e1-c976-46ba-8312-270880f98df7,65e7069e6869931bbd178b83,across-locations,hotel,true
2024-11-30,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-12-02,ddd510ee-5d09-48d5-88e2-dc4723f54631,674e91cbfc278ea2dd0091b6,across-locations,gym,false
2024-12-05,09e7e8d5-f4a6-4190-8260-ebf4879dc8ad,5e5b9f3d25e43a4365436fd0,across-locations,hotel,true
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-12-12,ddd510ee-5d09-48d5-88e2-dc4723f54631,674e91cbfc278ea2dd0091b6,across-locations,gym,false
2024-12-23,761c4432-7c70-44d3-8b21-2c12e5f38022,660a607bb277433a434b4682,across-locations,beach club,true
2024-12-27,1729242e-42cb-4b83-a023-9736b7557c35,5e5b9f4025e43a4365436ff6,across-locations,gym,false
2024-10-05,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-10-05,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
